"","Movies_Title","Released_Year","Certificate","Runtime","Genre","IMDB_Rating","Meta_score","Director","Star1","Star2","Star3","Star4","No_of_Votes","Gross","ID","IMDB_Rating_mod","Meta_score_mod"
"611","Das weiße Band - Eine deutsche Kindergeschichte",2009,"UA",144,"Drama",7.8,82,"Michael Haneke","Christian Friedel","Ernst Jacobi","Leonie Benesch","Ulrich Tukur",68715,2222647,611,"7.5-8","B+"
"612","Män som hatar kvinnor",2009,"R",152,"Crime",7.8,76,"Niels Arden Oplev","Michael Nyqvist","Noomi Rapace","Ewa Fröling","Lena Endre",208994,10095170,612,"7.5-8","B+"
"613","The Trial of the Chicago 7",2020,"R",129,"Drama",7.8,77,"Aaron Sorkin","Eddie Redmayne","Alex Sharp","Sacha Baron Cohen","Jeremy Strong",89896,23530892,613,"7.5-8","B+"
"614","Druk",2020,"Not rated",117,"Comedy",7.8,81,"Thomas Vinterberg","Mads Mikkelsen","Thomas Bo Larsen","Magnus Millang","Lars Ranthe",33931,23530892,614,"7.5-8","B+"
"615","The Fighter",2010,"UA",116,"Biography",7.8,79,"David O. Russell","Mark Wahlberg","Christian Bale","Amy Adams","Melissa Leo",340584,93617009,615,"7.5-8","B+"
"616","Taken",2008,"A",90,"Action",7.8,51,"Pierre Morel","Liam Neeson","Maggie Grace","Famke Janssen","Leland Orser",564791,145000989,616,"7.5-8","C"
"617","The Boy in the Striped Pyjamas",2008,"PG-13",94,"Drama",7.8,55,"Mark Herman","Asa Butterfield","David Thewlis","Rupert Friend","Zac Mattoon O'Brien",190748,9030581,617,"7.5-8","C"
"618","Once",2007,"R",86,"Drama",7.8,88,"John Carney","Glen Hansard","Markéta Irglová","Hugh Walsh","Gerard Hendrick",110656,9439923,618,"7.5-8","A"
"619","The Hobbit: An Unexpected Journey",2012,"UA",169,"Adventure",7.8,58,"Peter Jackson","Martin Freeman","Ian McKellen","Richard Armitage","Andy Serkis",757377,303003568,619,"7.5-8","B"
"620","Auf der anderen Seite",2007,"Not rated",122,"Drama",7.8,85,"Fatih Akin","Baki Davrak","Nurgül Yesilçay","Tuncel Kurtiz","Nursel Köse",30827,741283,620,"7.5-8","B+"
"621","Atonement",2007,"R",123,"Drama",7.8,85,"Joe Wright","Keira Knightley","James McAvoy","Brenda Blethyn","Saoirse Ronan",251370,50927067,621,"7.5-8","B+"
"622","Drive",2011,"A",100,"Crime",7.8,78,"Nicolas Winding Refn","Ryan Gosling","Carey Mulligan","Bryan Cranston","Albert Brooks",571571,35061555,622,"7.5-8","B+"
"623","American Gangster",2007,"A",157,"Biography",7.8,76,"Ridley Scott","Denzel Washington","Russell Crowe","Chiwetel Ejiofor","Josh Brolin",392449,130164645,623,"7.5-8","B+"
"624","Avatar",2009,"UA",162,"Action",7.8,83,"James Cameron","Sam Worthington","Zoe Saldana","Sigourney Weaver","Michelle Rodriguez",1118998,760507625,624,"7.5-8","B+"
"625","Mr. Nobody",2009,"R",141,"Drama",7.8,63,"Jaco Van Dormael","Jared Leto","Sarah Polley","Diane Kruger","Linh Dan Pham",216421,3600,625,"7.5-8","B"
"626","Apocalypto",2006,"A",139,"Action",7.8,68,"Mel Gibson","Gerardo Taracena","Raoul Max Trujillo","Dalia Hernández","Rudy Youngblood",291018,50866635,626,"7.5-8","B"
"627","Little Miss Sunshine",2006,"UA",101,"Comedy",7.8,80,"Jonathan Dayton","Valerie Faris","Steve Carell","Toni Collette","Greg Kinnear",439856,59891098,627,"7.5-8","B+"
"628","Hot Fuzz",2007,"UA",121,"Action",7.8,81,"Edgar Wright","Simon Pegg","Nick Frost","Martin Freeman","Bill Nighy",463466,23637265,628,"7.5-8","B+"
"629","The Curious Case of Benjamin Button",2008,"UA",166,"Drama",7.8,70,"David Fincher","Brad Pitt","Cate Blanchett","Tilda Swinton","Julia Ormond",589160,127509326,629,"7.5-8","B"
"630","Veer-Zaara",2004,"U",192,"Drama",7.8,67,"Yash Chopra","Shah Rukh Khan","Preity Zinta","Rani Mukerji","Kirron Kher",49050,2921738,630,"7.5-8","B"
"631","Adams æbler",2005,"R",94,"Comedy",7.8,51,"Anders Thomas Jensen","Ulrich Thomsen","Mads Mikkelsen","Nicolas Bro","Paprika Steen",45717,1305,631,"7.5-8","C"
"632","Pride & Prejudice",2005,"PG",129,"Drama",7.8,82,"Joe Wright","Keira Knightley","Matthew Macfadyen","Brenda Blethyn","Donald Sutherland",258924,38405088,632,"7.5-8","B+"
"633","The World's Fastest Indian",2005,"U",127,"Biography",7.8,68,"Roger Donaldson","Anthony Hopkins","Diane Ladd","Iain Rea","Tessa Mitchell",51980,5128124,633,"7.5-8","B"
"634","Tôkyô goddofâzâzu",2003,"UA",90,"Animation",7.8,73,"Satoshi Kon","Shôgo Furuya","Tôru Emori","Yoshiaki Umegaki","Aya Okamoto",31658,128985,634,"7.5-8","B+"
"635","Serenity",2005,"PG-13",119,"Action",7.8,74,"Joss Whedon","Nathan Fillion","Gina Torres","Chiwetel Ejiofor","Alan Tudyk",283310,25514517,635,"7.5-8","B+"
"636","Walk the Line",2005,"PG-13",136,"Biography",7.8,72,"James Mangold","Joaquin Phoenix","Reese Witherspoon","Ginnifer Goodwin","Robert Patrick",234207,119519402,636,"7.5-8","B+"
"637","Ondskan",2003,"Not rated",113,"Drama",7.8,61,"Mikael Håfström","Andreas Wilson","Henrik Lundström","Gustaf Skarsgård","Linda Zilliacus",35682,15280,637,"7.5-8","B"
"638","The Notebook",2004,"A",123,"Drama",7.8,53,"Nick Cassavetes","Gena Rowlands","James Garner","Rachel McAdams","Ryan Gosling",520284,81001787,638,"7.5-8","C"
"639","Diarios de motocicleta",2004,"U",126,"Adventure",7.8,75,"Walter Salles","Gael García Bernal","Rodrigo De la Serna","Mía Maestro","Mercedes Morán",96703,16756372,639,"7.5-8","B+"
"640","Lilja 4-ever",2002,"R",109,"Crime",7.8,82,"Lukas Moodysson","Oksana Akinshina","Artyom Bogucharskiy","Pavel Ponomaryov","Lyubov Agapova",42673,181655,640,"7.5-8","B+"
"641","Les triplettes de Belleville",2003,"PG-13",80,"Animation",7.8,91,"Sylvain Chomet","Michèle Caucheteux","Jean-Claude Donda","Michel Robin","Monica Viegas",50622,7002255,641,"7.5-8","A"
"642","Gongdong gyeongbi guyeok JSA",2000,"Not rated",110,"Action",7.8,58,"Chan-wook Park","Lee Yeong-ae","Lee Byung-Hun","Kang-ho Song","Kim Tae-Woo",26518,23530892,642,"7.5-8","B"
"643","The Count of Monte Cristo",2002,"PG-13",131,"Action",7.8,61,"Kevin Reynolds","Jim Caviezel","Guy Pearce","Christopher Adamson","JB Blanc",129022,54234062,643,"7.5-8","B"
"644","Waking Life",2001,"R",99,"Animation",7.8,83,"Richard Linklater","Ethan Hawke","Trevor Jack Brooks","Lorelei Linklater","Wiley Wiggins",60684,2892011,644,"7.5-8","B+"
"645","Remember the Titans",2000,"U",113,"Biography",7.8,48,"Boaz Yakin","Denzel Washington","Will Patton","Wood Harris","Ryan Hurst",198089,115654751,645,"7.5-8","C"
"646","Wo hu cang long",2000,"UA",120,"Action",7.8,94,"Ang Lee","Yun-Fat Chow","Michelle Yeoh","Ziyi Zhang","Chen Chang",253228,128078872,646,"7.5-8","A"
"647","Todo sobre mi madre",1999,"R",101,"Drama",7.8,87,"Pedro Almodóvar","Cecilia Roth","Marisa Paredes","Candela Peña","Antonia San Juan",89058,8264530,647,"7.5-8","A"
"648","Cast Away",2000,"UA",143,"Adventure",7.8,73,"Robert Zemeckis","Tom Hanks","Helen Hunt","Paul Sanchez","Lari White",524235,233632142,648,"7.5-8","B+"
"649","The Boondock Saints",1999,"R",108,"Action",7.8,44,"Troy Duffy","Willem Dafoe","Sean Patrick Flanery","Norman Reedus","David Della Rocco",227143,25812,649,"7.5-8","C"
"650","The Insider",1999,"UA",157,"Biography",7.8,84,"Michael Mann","Russell Crowe","Al Pacino","Christopher Plummer","Diane Venora",159886,28965197,650,"7.5-8","B+"
"651","October Sky",1999,"PG",108,"Biography",7.8,71,"Joe Johnston","Jake Gyllenhaal","Chris Cooper","Laura Dern","Chris Owen",82855,32481825,651,"7.5-8","B"
"652","Shrek",2001,"U",90,"Animation",7.8,84,"Andrew Adamson","Vicky Jenson","Mike Myers","Eddie Murphy","Cameron Diaz",613941,267665011,652,"7.5-8","B+"
"653","Titanic",1997,"UA",194,"Drama",7.8,75,"James Cameron","Leonardo DiCaprio","Kate Winslet","Billy Zane","Kathy Bates",1046089,659325379,653,"7.5-8","B+"
"654","Hana-bi",1997,"Not rated",103,"Crime",7.8,79,"Takeshi Kitano","Takeshi Kitano","Kayoko Kishimoto","Ren Osugi","Susumu Terajima",27712,233986,654,"7.5-8","B+"
"655","Gattaca",1997,"UA",106,"Drama",7.8,64,"Andrew Niccol","Ethan Hawke","Uma Thurman","Jude Law","Gore Vidal",280845,12339633,655,"7.5-8","B"
"656","The Game",1997,"UA",129,"Action",7.8,61,"David Fincher","Michael Douglas","Deborah Kara Unger","Sean Penn","James Rebhorn",345096,48323648,656,"7.5-8","B"
"657","Breaking the Waves",1996,"R",159,"Drama",7.8,76,"Lars von Trier","Emily Watson","Stellan Skarsgård","Katrin Cartlidge","Jean-Marc Barr",62428,4040691,657,"7.5-8","B+"
"658","Ed Wood",1994,"U",127,"Biography",7.8,70,"Tim Burton","Johnny Depp","Martin Landau","Sarah Jessica Parker","Patricia Arquette",164937,5887457,658,"7.5-8","B"
"659","What's Eating Gilbert Grape",1993,"U",118,"Drama",7.8,73,"Lasse Hallström","Johnny Depp","Leonardo DiCaprio","Juliette Lewis","Mary Steenburgen",215034,9170214,659,"7.5-8","B+"
"660","Tombstone",1993,"R",130,"Action",7.8,50,"George P. Cosmatos","Kevin Jarre","Kurt Russell","Val Kilmer","Sam Elliott",126871,56505065,660,"7.5-8","C"
"661","The Sandlot",1993,"U",101,"Comedy",7.8,55,"David Mickey Evans","Tom Guiry","Mike Vitar","Art LaFleur","Patrick Renna",78963,32416586,661,"7.5-8","C"
"662","The Remains of the Day",1993,"U",134,"Drama",7.8,84,"James Ivory","Anthony Hopkins","Emma Thompson","John Haycraft","Christopher Reeve",66065,22954968,662,"7.5-8","B+"
"663","Naked",1993,"Not rated",132,"Comedy",7.8,84,"Mike Leigh","David Thewlis","Lesley Sharp","Katrin Cartlidge","Greg Cruttwell",34635,1769305,663,"7.5-8","B+"
"664","The Fugitive",1993,"U",130,"Action",7.8,87,"Andrew Davis","Harrison Ford","Tommy Lee Jones","Sela Ward","Julianne Moore",267684,183875760,664,"7.5-8","A"
"665","A Bronx Tale",1993,"R",121,"Crime",7.8,80,"Robert De Niro","Robert De Niro","Chazz Palminteri","Lillo Brancato","Francis Capra",128171,17266971,665,"7.5-8","B+"
"666","Batman: Mask of the Phantasm",1993,"PG",76,"Animation",7.8,79,"Kevin Altieri","Boyd Kirkland","Frank Paur","Dan Riba","Eric Radomski",43690,5617391,666,"7.5-8","B+"
"667","Lat sau san taam",1992,"R",128,"Action",7.8,79,"John Woo","Yun-Fat Chow","Tony Chiu-Wai Leung","Teresa Mo","Philip Chan",46700,23530892,667,"7.5-8","B+"
"668","Night on Earth",1991,"R",129,"Comedy",7.8,68,"Jim Jarmusch","Winona Ryder","Gena Rowlands","Lisanne Falk","Alan Randolph Scott",55362,2015810,668,"7.5-8","B"
"669","La double vie de Véronique",1991,"R",98,"Drama",7.8,86,"Krzysztof Kieslowski","Irène Jacob","Wladyslaw Kowalski","Halina Gryglaszewska","Kalina Jedrusik",42376,1999955,669,"7.5-8","A"
"670","Boyz n the Hood",1991,"A",112,"Crime",7.8,76,"John Singleton","Cuba Gooding Jr.","Laurence Fishburne","Hudhail Al-Amir","Lloyd Avery II",126082,57504069,670,"7.5-8","B+"
"671","Misery",1990,"R",107,"Drama",7.8,75,"Rob Reiner","James Caan","Kathy Bates","Richard Farnsworth","Frances Sternhagen",184740,61276872,671,"7.5-8","B+"
"672","Awakenings",1990,"U",121,"Biography",7.8,74,"Penny Marshall","Robert De Niro","Robin Williams","Julie Kavner","Ruth Nelson",125276,52096475,672,"7.5-8","B+"
"673","Majo no takkyûbin",1989,"U",103,"Animation",7.8,83,"Hayao Miyazaki","Kirsten Dunst","Minami Takayama","Rei Sakuma","Kappei Yamaguchi",124193,23530892,673,"7.5-8","B+"
"674","Glory",1989,"R",122,"Biography",7.8,78,"Edward Zwick","Matthew Broderick","Denzel Washington","Cary Elwes","Morgan Freeman",122779,26830000,674,"7.5-8","B+"
"675","Dip huet seung hung",1989,"R",111,"Action",7.8,82,"John Woo","Yun-Fat Chow","Danny Lee","Sally Yeh","Kong Chu",45624,23530892,675,"7.5-8","B+"
"676","Back to the Future Part II",1989,"U",108,"Adventure",7.8,57,"Robert Zemeckis","Michael J. Fox","Christopher Lloyd","Lea Thompson","Thomas F. Wilson",481918,118500000,676,"7.5-8","B"
"677","Mississippi Burning",1988,"A",128,"Crime",7.8,65,"Alan Parker","Gene Hackman","Willem Dafoe","Frances McDormand","Brad Dourif",88214,34603943,677,"7.5-8","B"
"678","Predator",1987,"A",107,"Action",7.8,45,"John McTiernan","Arnold Schwarzenegger","Carl Weathers","Kevin Peter Hall","Elpidia Carrillo",371387,59735548,678,"7.5-8","C"
"679","Evil Dead II",1987,"A",84,"Action",7.8,72,"Sam Raimi","Bruce Campbell","Sarah Berry","Dan Hicks","Kassie Wesley DePaiva",148359,5923044,679,"7.5-8","B+"
"680","Ferris Bueller's Day Off",1986,"U",103,"Comedy",7.8,61,"John Hughes","Matthew Broderick","Alan Ruck","Mia Sara","Jeffrey Jones",321382,70136369,680,"7.5-8","B"
"681","Down by Law",1986,"R",107,"Comedy",7.8,75,"Jim Jarmusch","Tom Waits","John Lurie","Roberto Benigni","Nicoletta Braschi",47834,1436000,681,"7.5-8","B+"
"682","The Goonies",1985,"U",114,"Adventure",7.8,62,"Richard Donner","Sean Astin","Josh Brolin","Jeff Cohen","Corey Feldman",244430,61503218,682,"7.5-8","B"
"683","The Color Purple",1985,"U",154,"Drama",7.8,78,"Steven Spielberg","Danny Glover","Whoopi Goldberg","Oprah Winfrey","Margaret Avery",78321,98467863,683,"7.5-8","B+"
"684","The Breakfast Club",1985,"UA",97,"Comedy",7.8,66,"John Hughes","Emilio Estevez","Judd Nelson","Molly Ringwald","Ally Sheedy",357026,45875171,684,"7.5-8","B"
"685","The Killing Fields",1984,"UA",141,"Biography",7.8,76,"Roland Joffé","Sam Waterston","Haing S. Ngor","John Malkovich","Julian Sands",51585,34700291,685,"7.5-8","B+"
"686","Ghostbusters",1984,"UA",105,"Action",7.8,71,"Ivan Reitman","Bill Murray","Dan Aykroyd","Sigourney Weaver","Harold Ramis",355413,238632124,686,"7.5-8","B"
"687","The Right Stuff",1983,"PG",193,"Adventure",7.8,91,"Philip Kaufman","Sam Shepard","Scott Glenn","Ed Harris","Dennis Quaid",56235,21500000,687,"7.5-8","A"
"688","The King of Comedy",1982,"U",109,"Comedy",7.8,73,"Martin Scorsese","Robert De Niro","Jerry Lewis","Diahnne Abbott","Sandra Bernhard",88511,2500000,688,"7.5-8","B+"
"689","E.T. the Extra-Terrestrial",1982,"U",115,"Family",7.8,91,"Steven Spielberg","Henry Thomas","Drew Barrymore","Peter Coyote","Dee Wallace",372490,435110554,689,"7.5-8","A"
"690","Kramer vs. Kramer",1979,"A",105,"Drama",7.8,77,"Robert Benton","Dustin Hoffman","Meryl Streep","Jane Alexander","Justin Henry",133351,106260000,690,"7.5-8","B+"
"691","Days of Heaven",1978,"PG",94,"Drama",7.8,93,"Terrence Malick","Richard Gere","Brooke Adams","Sam Shepard","Linda Manz",52852,23530892,691,"7.5-8","A"
"692","The Outlaw Josey Wales",1976,"A",135,"Western",7.8,69,"Clint Eastwood","Clint Eastwood","Sondra Locke","Chief Dan George","Bill McKinney",65659,31800000,692,"7.5-8","B"
"693","The Man Who Would Be King",1975,"PG",129,"Adventure",7.8,91,"John Huston","Sean Connery","Michael Caine","Christopher Plummer","Saeed Jaffrey",44917,23530892,693,"7.5-8","A"
"694","The Conversation",1974,"U",113,"Drama",7.8,85,"Francis Ford Coppola","Gene Hackman","John Cazale","Allen Garfield","Frederic Forrest",98611,4420000,694,"7.5-8","B+"
"695","La planète sauvage",1973,"U",72,"Animation",7.8,73,"René Laloux","Barry Bostwick","Jennifer Drake","Eric Baugin","Jean Topart",25229,193817,695,"7.5-8","B+"
"696","The Day of the Jackal",1973,"A",143,"Crime",7.8,80,"Fred Zinnemann","Edward Fox","Terence Alexander","Michel Auclair","Alan Badel",37445,16056255,696,"7.5-8","B+"
"697","Badlands",1973,"PG",94,"Action",7.8,93,"Terrence Malick","Martin Sheen","Sissy Spacek","Warren Oates","Ramon Bieri",66009,23530892,697,"7.5-8","A"
"698","Cabaret",1972,"A",124,"Drama",7.8,80,"Bob Fosse","Liza Minnelli","Michael York","Helmut Griem","Joel Grey",48334,42765000,698,"7.5-8","B+"
"699","Willy Wonka & the Chocolate Factory",1971,"U",100,"Family",7.8,67,"Mel Stuart","Gene Wilder","Jack Albertson","Peter Ostrum","Roy Kinnear",178731,4e+06,699,"7.5-8","B"
"700","Midnight Cowboy",1969,"A",113,"Drama",7.8,79,"John Schlesinger","Dustin Hoffman","Jon Voight","Sylvia Miles","John McGiver",101124,44785053,700,"7.5-8","B+"
"701","Wait Until Dark",1967,"Not rated",108,"Thriller",7.8,81,"Terence Young","Audrey Hepburn","Alan Arkin","Richard Crenna","Efrem Zimbalist Jr.",27733,17550741,701,"7.5-8","B+"
"702","Guess Who's Coming to Dinner",1967,"Not rated",108,"Comedy",7.8,63,"Stanley Kramer","Spencer Tracy","Sidney Poitier","Katharine Hepburn","Katharine Houghton",39642,56700000,702,"7.5-8","B"
"703","Bonnie and Clyde",1967,"A",111,"Action",7.8,86,"Arthur Penn","Warren Beatty","Faye Dunaway","Michael J. Pollard","Gene Hackman",102415,23530892,703,"7.5-8","A"
"704","My Fair Lady",1964,"U",170,"Drama",7.8,95,"George Cukor","Audrey Hepburn","Rex Harrison","Stanley Holloway","Wilfrid Hyde-White",86525,7.2e+07,704,"7.5-8","A"
"705","Mary Poppins",1964,"U",139,"Comedy",7.8,88,"Robert Stevenson","Julie Andrews","Dick Van Dyke","David Tomlinson","Glynis Johns",158029,102272727,705,"7.5-8","A"
"706","The Longest Day",1962,"G",178,"Action",7.8,75,"Ken Annakin","Andrew Marton","Gerd Oswald","Bernhard Wicki","Darryl F. Zanuck",52141,39100000,706,"7.5-8","B+"
"707","Jules et Jim",1962,"Not rated",105,"Drama",7.8,97,"François Truffaut","Jeanne Moreau","Oskar Werner","Henri Serre","Vanna Urbino",37605,23530892,707,"7.5-8","A"
"708","The Innocents",1961,"A",100,"Horror",7.8,88,"Jack Clayton","Deborah Kerr","Peter Wyngarde","Megs Jenkins","Michael Redgrave",27007,2616000,708,"7.5-8","A"
"709","À bout de souffle",1960,"U",90,"Crime",7.8,79,"Jean-Luc Godard","Jean-Paul Belmondo","Jean Seberg","Daniel Boulanger","Henri-Jacques Huet",73251,336705,709,"7.5-8","B+"
"710","Red River",1948,"Passed",133,"Action",7.8,79,"Howard Hawks","Arthur Rosson","John Wayne","Montgomery Clift","Joanne Dru",28167,23530892,710,"7.5-8","B+"
"711","Key Largo",1948,"Not rated",100,"Action",7.8,79,"John Huston","Humphrey Bogart","Edward G. Robinson","Lauren Bacall","Lionel Barrymore",36995,23530892,711,"7.5-8","B+"
"712","To Have and Have Not",1944,"PG",100,"Adventure",7.8,79,"Howard Hawks","Humphrey Bogart","Lauren Bacall","Walter Brennan","Dolores Moran",31053,23530892,712,"7.5-8","B+"
"713","Shadow of a Doubt",1943,"PG",108,"Film-Noir",7.8,94,"Alfred Hitchcock","Teresa Wright","Joseph Cotten","Macdonald Carey","Henry Travers",59556,23530892,713,"7.5-8","A"
"714","Stagecoach",1939,"Passed",96,"Adventure",7.8,93,"John Ford","John Wayne","Claire Trevor","Andy Devine","John Carradine",43621,23530892,714,"7.5-8","A"
"715","The Lady Vanishes",1938,"Not rated",96,"Mystery",7.8,98,"Alfred Hitchcock","Margaret Lockwood","Michael Redgrave","Paul Lukas","May Whitty",47400,23530892,715,"7.5-8","A"
"716","Bringing Up Baby",1938,"Passed",102,"Comedy",7.8,91,"Howard Hawks","Katharine Hepburn","Cary Grant","Charles Ruggles","Walter Catlett",55163,23530892,716,"7.5-8","A"
"717","Bride of Frankenstein",1935,"Not rated",75,"Drama",7.8,95,"James Whale","Boris Karloff","Elsa Lanchester","Colin Clive","Valerie Hobson",43542,4360000,717,"7.5-8","A"
"718","Duck Soup",1933,"Not rated",69,"Comedy",7.8,93,"Leo McCarey","Groucho Marx","Harpo Marx","Chico Marx","Zeppo Marx",55581,23530892,718,"7.5-8","A"
"719","Scarface: The Shame of the Nation",1932,"PG",93,"Action",7.8,87,"Howard Hawks","Richard Rosson","Paul Muni","Ann Dvorak","Karen Morley",25312,23530892,719,"7.5-8","A"
"720","Frankenstein",1931,"Passed",70,"Drama",7.8,91,"James Whale","Colin Clive","Mae Clarke","Boris Karloff","John Boles",65341,23530892,720,"7.5-8","A"
"721","Roma",2018,"R",135,"Drama",7.7,96,"Alfonso Cuarón","Yalitza Aparicio","Marina de Tavira","Diego Cortina Autrey","Carlos Peralta",140375,23530892,721,"7.5-8","A"
"722","God's Own Country",2017,"Not rated",104,"Drama",7.7,85,"Francis Lee","Josh O'Connor","Alec Secareanu","Gemma Jones","Ian Hart",25198,335609,722,"7.5-8","B+"
"723","Deadpool 2",2018,"R",119,"Action",7.7,66,"David Leitch","Ryan Reynolds","Josh Brolin","Morena Baccarin","Julian Dennison",478586,324591735,723,"7.5-8","B"
"724","Wind River",2017,"R",107,"Crime",7.7,73,"Taylor Sheridan","Kelsey Asbille","Jeremy Renner","Julia Jones","Teo Briones",205444,33800859,724,"7.5-8","B+"
"725","Get Out",2017,"R",104,"Horror",7.7,85,"Jordan Peele","Daniel Kaluuya","Allison Williams","Bradley Whitford","Catherine Keener",492851,176040665,725,"7.5-8","B+"
"726","Mission: Impossible - Fallout",2018,"UA",147,"Action",7.7,86,"Christopher McQuarrie","Tom Cruise","Henry Cavill","Ving Rhames","Simon Pegg",291257,220159104,726,"7.5-8","A"
"727","En man som heter Ove",2015,"PG-13",116,"Comedy",7.7,70,"Hannes Holm","Rolf Lassgård","Bahar Pars","Filip Berg","Ida Engvoll",47444,3358518,727,"7.5-8","B"
"728","What We Do in the Shadows",2014,"R",86,"Comedy",7.7,76,"Jemaine Clement","Taika Waititi","Jemaine Clement","Taika Waititi","Cori Gonzalez-Macuer",157498,3333000,728,"7.5-8","B+"
"729","Omoide no Mânî",2014,"U",103,"Animation",7.7,72,"James Simone","Hiromasa Yonebayashi","Sara Takatsuki","Kasumi Arimura","Nanako Matsushima",32798,765127,729,"7.5-8","B+"
"730","The Theory of Everything",2014,"U",123,"Biography",7.7,72,"James Marsh","Eddie Redmayne","Felicity Jones","Tom Prior","Sophie Perry",404182,35893537,730,"7.5-8","B+"
"731","Kingsman: The Secret Service",2014,"A",129,"Action",7.7,60,"Matthew Vaughn","Colin Firth","Taron Egerton","Samuel L. Jackson","Michael Caine",590440,128261724,731,"7.5-8","B"
"732","The Fault in Our Stars",2014,"UA",126,"Drama",7.7,69,"Josh Boone","Shailene Woodley","Ansel Elgort","Nat Wolff","Laura Dern",344312,124872350,732,"7.5-8","B"
"733","Me and Earl and the Dying Girl",2015,"PG-13",105,"Comedy",7.7,74,"Alfonso Gomez-Rejon","Thomas Mann","RJ Cyler","Olivia Cooke","Nick Offerman",123210,6743776,733,"7.5-8","B+"
"734","Birdman or (The Unexpected Virtue of Ignorance)",2014,"A",119,"Comedy",7.7,87,"Alejandro G. Iñárritu","Michael Keaton","Zach Galifianakis","Edward Norton","Andrea Riseborough",580291,42340598,734,"7.5-8","A"
"735","La vie d'Adèle",2013,"A",180,"Drama",7.7,89,"Abdellatif Kechiche","Léa Seydoux","Adèle Exarchopoulos","Salim Kechiouche","Aurélien Recoing",138741,2199675,735,"7.5-8","A"
"736","Kai po che!",2013,"U",130,"Drama",7.7,40,"Abhishek Kapoor","Amit Sadh","Sushant Singh Rajput","Rajkummar Rao","Amrita Puri",32628,1122527,736,"7.5-8","F"
"737","The Broken Circle Breakdown",2012,"Not rated",111,"Drama",7.7,70,"Felix van Groeningen","Veerle Baetens","Johan Heldenbergh","Nell Cattrysse","Geert Van Rampelberg",39379,175058,737,"7.5-8","B"
"738","Captain America: The Winter Soldier",2014,"UA",136,"Action",7.7,70,"Anthony Russo","Joe Russo","Chris Evans","Samuel L. Jackson","Scarlett Johansson",736182,259766572,738,"7.5-8","B"
"739","Rockstar",2011,"UA",159,"Drama",7.7,79,"Imtiaz Ali","Ranbir Kapoor","Nargis Fakhri","Shammi Kapoor","Kumud Mishra",39501,985912,739,"7.5-8","B+"
"740","Nebraska",2013,"UA",115,"Adventure",7.7,87,"Alexander Payne","Bruce Dern","Will Forte","June Squibb","Bob Odenkirk",112298,17654912,740,"7.5-8","A"
"741","Wreck-It Ralph",2012,"U",101,"Animation",7.7,72,"Rich Moore","John C. Reilly","Jack McBrayer","Jane Lynch","Sarah Silverman",380195,189422889,741,"7.5-8","B+"
"742","Le Petit Prince",2015,"PG",108,"Animation",7.7,70,"Mark Osborne","Jeff Bridges","Mackenzie Foy","Rachel McAdams","Marion Cotillard",56720,1339152,742,"7.5-8","B"
"743","Detachment",2011,"Not rated",98,"Drama",7.7,52,"Tony Kaye","Adrien Brody","Christina Hendricks","Marcia Gay Harden","Lucy Liu",77071,71177,743,"7.5-8","C"
"744","Midnight in Paris",2011,"PG-13",96,"Comedy",7.7,81,"Woody Allen","Owen Wilson","Rachel McAdams","Kathy Bates","Kurt Fuller",388089,56816662,744,"7.5-8","B+"
"745","The Lego Movie",2014,"U",100,"Animation",7.7,83,"Christopher Miller","Phil Lord","Chris Pratt","Will Ferrell","Elizabeth Banks",323982,257760692,745,"7.5-8","B+"
"746","Gravity",2013,"UA",91,"Drama",7.7,96,"Alfonso Cuarón","Sandra Bullock","George Clooney","Ed Harris","Orto Ignatiussen",769145,274092705,746,"7.5-8","A"
"747","Star Trek Into Darkness",2013,"UA",132,"Action",7.7,72,"J.J. Abrams","Chris Pine","Zachary Quinto","Zoe Saldana","Benedict Cumberbatch",463188,228778661,747,"7.5-8","B+"
"748","Beasts of No Nation",2015,"Not rated",137,"Drama",7.7,79,"Cary Joji Fukunaga","Abraham Attah","Emmanuel Affadzi","Ricky Adelayitor","Andrew Adote",73964,83861,748,"7.5-8","B+"
"749","The Social Network",2010,"UA",120,"Biography",7.7,95,"David Fincher","Jesse Eisenberg","Andrew Garfield","Justin Timberlake","Rooney Mara",624982,96962694,749,"7.5-8","A"
"750","X: First Class",2011,"UA",131,"Action",7.7,65,"Matthew Vaughn","James McAvoy","Michael Fassbender","Jennifer Lawrence","Kevin Bacon",645512,146408305,750,"7.5-8","B"
"751","The Hangover",2009,"UA",100,"Comedy",7.7,73,"Todd Phillips","Zach Galifianakis","Bradley Cooper","Justin Bartha","Ed Helms",717559,277322503,751,"7.5-8","B+"
"752","Skyfall",2012,"UA",143,"Action",7.7,81,"Sam Mendes","Daniel Craig","Javier Bardem","Naomie Harris","Judi Dench",630614,304360277,752,"7.5-8","B+"
"753","Silver Linings Playbook",2012,"A",122,"Comedy",7.7,81,"David O. Russell","Bradley Cooper","Jennifer Lawrence","Robert De Niro","Jacki Weaver",661871,132092958,753,"7.5-8","B+"
"754","Argo",2012,"A",120,"Biography",7.7,86,"Ben Affleck","Ben Affleck","Bryan Cranston","John Goodman","Alan Arkin",572581,136025503,754,"7.5-8","A"
